iter	Logloss
149	0.3394256395
150	0.3393410713
151	0.3392870611
152	0.3392002981
153	0.3391411495
154	0.3390827127
155	0.3389952911
156	0.338881584
157	0.3387909136
158	0.338693506
159	0.3386059436
160	0.3384626291
161	0.338374234
162	0.3381531069
163	0.3380487926
164	0.3380060306
165	0.3379429522
166	0.3378478801
167	0.3376539692
168	0.3375655001
169	0.3374898656
170	0.3374420359
171	0.3372957946
172	0.3372407962
173	0.3371487898
174	0.33707285
175	0.3369573507
176	0.3368741921
177	0.3368108275
178	0.3368108321
179	0.3367322533
180	0.3366817019
181	0.3366338469
182	0.3365989764
183	0.3364589245
184	0.3363822254
185	0.33630386
186	0.3362389052
187	0.336119148
188	0.3360091242
189	0.3358720123
190	0.3358143163
191	0.3357471701
192	0.3356569463
193	0.3355746651
194	0.3354718236
195	0.3353672407
196	0.335299235
197	0.3352461223
198	0.3351476431
199	0.3350866478
200	0.334996334
201	0.3349131616
202	0.3348229685
203	0.3346943994
204	0.3346107855
205	0.3344771601
206	0.3343879698
207	0.3343614673
208	0.334314124
209	0.3342330143
210	0.3341717911
211	0.3340899078
212	0.3339914553
213	0.3339273107
214	0.3338839701
215	0.3338028441
216	0.333694154
217	0.3336366471
218	0.3335701648
219	0.333501545
220	0.3334191674
221	0.3333629831
222	0.3333138881
223	0.3332530728
224	0.3331010752
225	0.3330302015
226	0.3329953768
227	0.3329222464
228	0.3328293356
229	0.3327072824
230	0.3326661474
231	0.3325439339
232	0.3324530892
233	0.3323916188
234	0.3322721429
235	0.3321549415
236	0.3320779183
237	0.3320211137
238	0.3318707303
239	0.3317635206
240	0.3316767625
241	0.3315591679
242	0.3315338047
243	0.3314529643
244	0.331345669
245	0.3312389755
246	0.3310887684
247	0.3310010702
248	0.3309441423
249	0.3308749535
250	0.3308015578
251	0.3307182057
252	0.3306123335
253	0.3305553179
254	0.3305020702
255	0.3304293859
256	0.3303004357
257	0.3302093993
258	0.3301377305
259	0.3300790472
260	0.3300319954
261	0.3299589785
262	0.329871657
263	0.3298146435
264	0.3297324429
265	0.3296734521
266	0.3296151311
267	0.3294792852
268	0.3294249875
269	0.3293065411
270	0.3292523956
271	0.3291730961
272	0.3291088472
273	0.3290577846
274	0.3290044178
275	0.3289141509
276	0.3288551422
277	0.3288019011
278	0.3287424421
279	0.3286571636
280	0.328551222
281	0.3284706723
282	0.3283690242
283	0.3282981178
284	0.3281956631
285	0.3280824414
286	0.3279925124
287	0.3278958395
288	0.3278131165
289	0.3277152134
290	0.3275961938
291	0.3275367451
292	0.3274788278
293	0.3274335998
294	0.3273464734
295	0.327242806
296	0.3271453932
297	0.3270825368
298	0.3269954408
299	0.3269392194
300	0.3268526099
301	0.3267782568
302	0.3267088902
303	0.3266593446
304	0.3265447628
305	0.3264808183
306	0.3264116759
307	0.3263255525
308	0.3262471551
309	0.3261539749
310	0.3260993634
311	0.3260255352
312	0.3259584994
313	0.3258662067
314	0.3257933837
315	0.3257422466
316	0.3256783213
317	0.3256285241
318	0.325537695
319	0.3254672966
320	0.3254004571
321	0.3253601543
322	0.3252700004
323	0.3251716237
324	0.3251021234
325	0.325037724
326	0.3249801994
327	0.3249207312
328	0.3248543945
329	0.324771961
330	0.3246851252
331	0.3246341478
332	0.3245553007
333	0.3244774748
334	0.324373948
335	0.3242846242
336	0.3242182702
337	0.3241580175
338	0.3241009673
339	0.3240099642
340	0.3239530922
341	0.3238792463
342	0.3238069817
343	0.3237259573
344	0.323670362
345	0.3235831808
346	0.323528723
347	0.3234619777
348	0.3234003702
349	0.323308136
350	0.3232459107
351	0.3232079143
352	0.323127796
353	0.3230849437
354	0.3230103075
355	0.3229267364
356	0.3228588941
357	0.322777154
358	0.3226942923
359	0.3226189667
360	0.3225417717
361	0.3224724888
362	0.322412545
363	0.3223617478
364	0.3222924274
365	0.3222437631
366	0.3221688944
367	0.3221204557
368	0.3220490515
369	0.3219966033
370	0.3219154926
371	0.3218750875
372	0.3217902545
373	0.3217016415
374	0.321651308
375	0.3216037922
376	0.3215630533
377	0.3215169883
378	0.3214504185
379	0.3213871015
380	0.3213380474
381	0.3212635215
382	0.3212117349
383	0.3211485217
384	0.3210574024
385	0.3209882927
386	0.3209245052
387	0.3208839802
388	0.3208120167
389	0.3207343693
390	0.3206833438
391	0.3206126774
392	0.3205572888
393	0.320495384
394	0.3203938993
395	0.3203561669
396	0.3202821491
397	0.3202120688
398	0.3201329662
399	0.3200425368
400	0.3199758202
401	0.3199171367
402	0.3198694496
403	0.3198213937
404	0.3197402359
405	0.3196610615
406	0.3195742024
407	0.3194954771
408	0.3194357801
409	0.3193548027
410	0.3192923177
411	0.3192480558
412	0.3191986742
413	0.3191221565
414	0.3190394327
415	0.3189542746
416	0.3189026071
417	0.3188304604
418	0.3187650442
419	0.3186974619
420	0.318652829
421	0.318596237
422	0.3185436769
423	0.3184972678
424	0.3184651578
425	0.3184160484
426	0.3183631916
427	0.3182794819
428	0.3182386303
429	0.3181635272
430	0.3180847073
431	0.3180544235
432	0.3179940492
433	0.3179169516
434	0.3178423028
435	0.317759857
436	0.3177112761
437	0.3176465286
438	0.3176095332
439	0.3175068499
440	0.3174493331
441	0.317398062
442	0.3173196448
443	0.3172653789
444	0.317202185
445	0.3171236394
446	0.3170224194
447	0.3169354897
448	0.3168448239
449	0.3167572354
450	0.3166791229
451	0.3166016146
452	0.3165614006
453	0.3165071222
454	0.3164353361
455	0.3163623544
456	0.3162979267
457	0.3162378389
458	0.3161934719
459	0.3161308049
460	0.3160535087
461	0.3159852412
462	0.3159224561
463	0.3158561968
464	0.3158145632
465	0.3157387548
466	0.3156985759
467	0.315638167
468	0.3155804222
469	0.3155049509
470	0.3154433715
471	0.3153894527
472	0.3153207345
473	0.3152564587
474	0.3151802731
475	0.315105648
476	0.3150399815
477	0.3149830239
478	0.3149055179
479	0.3147825492
480	0.3146686334
481	0.3146130588
482	0.3145587375
483	0.3144962201
484	0.3144328553
485	0.3143640109
486	0.3143018145
487	0.3142473069
488	0.3141897339
489	0.3141196255
490	0.3140397017
491	0.3139703388
492	0.3138863285
493	0.3138059
494	0.3137469106
495	0.3136765326
496	0.3136095757
497	0.3135377012
498	0.3134628599
499	0.3134028216
500	0.3133680906
501	0.3133169901
502	0.3132647194
503	0.3131944087
504	0.313090396
505	0.3130462098
506	0.3129859219
507	0.3129315181
508	0.3128653681
509	0.3127860543
510	0.3127209988
511	0.3126456962
512	0.3126212047
513	0.3125833795
514	0.3125506591
515	0.3124867353
516	0.3123855492
517	0.3123339927
518	0.3122878641
519	0.3122440459
520	0.3121870545
521	0.3121226026
522	0.3120530303
523	0.312005184
524	0.3119508229
525	0.311897034
526	0.3118639181
527	0.3117499571
528	0.3117126906
529	0.31161386
530	0.3115595352
531	0.3114886152
532	0.3114471139
533	0.31138743
534	0.3113427942
535	0.3112782313
536	0.3112309487
537	0.3111471635
538	0.3110897867
539	0.311021313
540	0.3109776866
541	0.3109205783
542	0.3108447122
543	0.3107555597
544	0.3107092394
545	0.3106751693
546	0.3106135711
547	0.3105515548
548	0.3104806928
549	0.3104238507
550	0.310371142
551	0.310282597
552	0.310200832
553	0.310158554
554	0.3101207544
555	0.3100538477
556	0.3099852079
557	0.3099159856
558	0.3098519827
559	0.3097848398
560	0.3097160322
561	0.3096567528
562	0.3096179293
563	0.3095629302
564	0.3095102006
565	0.3094270971
566	0.3093907577
567	0.3093334814
568	0.3092807671
569	0.3092277949
570	0.3091571858
571	0.3090629716
572	0.3090203381
573	0.3089330503
574	0.3088884948
575	0.3088205211
576	0.3087702721
577	0.3086981333
578	0.3085999951
579	0.3085174191
580	0.3084719389
581	0.308407375
582	0.308363238
583	0.308317073
584	0.3082450981
585	0.3082206503
586	0.30816612
587	0.3081023682
588	0.3080629853
589	0.3079894637
590	0.3079176529
591	0.3078757015
592	0.3078086576
593	0.3077397478
594	0.3076732738
595	0.3076178928
596	0.3075335303
597	0.3074927072
598	0.3074276257
599	0.3073891162
600	0.3073444647
601	0.3073015621
602	0.3072663244
603	0.3072216051
604	0.3071468368
605	0.3070733519
606	0.3070260745
607	0.3069705697
608	0.30692874
609	0.306893892
610	0.3068161631
611	0.3067630672
612	0.3066790977
613	0.306635247
614	0.3065784212
615	0.3065426776
616	0.3064975899
617	0.3064409827
618	0.3063875981
619	0.3063317592
620	0.3062283812
621	0.3061526282
622	0.3060670914
623	0.3060219036
624	0.3059635827
625	0.3059094054
626	0.3058621512
627	0.3057978495
628	0.3057561125
629	0.3056747889
630	0.3056215684
631	0.3055473289
632	0.3054745534
633	0.3054381525
634	0.3053990155
635	0.305324947
636	0.3052747909
637	0.3052399729
638	0.3051642356
639	0.3051058775
640	0.3050551845
641	0.3050074802
642	0.3049329122
643	0.3048833755
644	0.3048124195
645	0.3047641693
646	0.3047023882
647	0.3046334987
648	0.3045556897
649	0.3044861236
650	0.304424286
651	0.3043572684
652	0.3043245282
653	0.3042854643
654	0.3042215853
655	0.3041671
656	0.3041332553
657	0.3040915385
658	0.3040467479
659	0.3039710882
660	0.3038971953
661	0.3038321093
662	0.3037720004
663	0.3037301685
664	0.3036696512
665	0.3035730681
666	0.3035263728
667	0.3034784829
668	0.3033912339
669	0.3033329412
670	0.3032799714
671	0.3032104407
672	0.3031448869
673	0.3031002796
674	0.3029720303
675	0.3029184026
676	0.3028560224
677	0.3028043027
678	0.3027522251
679	0.3026821251
680	0.3026202321
681	0.3025479107
682	0.3024659593
683	0.3024187841
684	0.3023783083
685	0.3023411024
686	0.3023035733
687	0.3022533336
688	0.3022107698
689	0.3021518939
690	0.3021016936
691	0.3020476186
692	0.3019861391
693	0.3019382006
694	0.3018624295
695	0.3018224433
696	0.3017906554
697	0.301744639
698	0.3016804126
699	0.3016281296
700	0.3015822329
701	0.3015275104
702	0.3014789422
703	0.3014066363
704	0.3013550301
705	0.3012951711
706	0.3012599713
707	0.3011837924
708	0.3010989519
709	0.3010358293
710	0.3009879355
711	0.3009374063
712	0.300877951
713	0.3008311479
714	0.3007599614
715	0.3007042263
716	0.3006577886
717	0.3006256258
718	0.3005796488
719	0.3005225893
720	0.3004596702
721	0.3003927061
722	0.300319366
723	0.3002430333
724	0.3001736272
725	0.3000959495
726	0.3000414881
727	0.2999614173
728	0.2999182335
729	0.2998457539
730	0.2997946498
731	0.299721788
732	0.299676059
733	0.2996363577
734	0.299560969
735	0.2995075218
736	0.2994570914
737	0.2994167227
738	0.2993638749
739	0.299335325
740	0.299286253
741	0.2992467524
742	0.2991974407
743	0.2991613371
744	0.2991124901
745	0.2990707379
746	0.2990212679
747	0.2989754125
748	0.2988767582
749	0.2988424036
750	0.298804483
751	0.2987327944
752	0.2986606047
753	0.2986076604
754	0.2985617696
755	0.2985318051
756	0.2984430562
757	0.298354432
758	0.2983072701
759	0.298264673
760	0.2982115433
761	0.2981410125
762	0.2980673469
763	0.2980283947
764	0.2979673576
765	0.2979132798
766	0.2978465116
767	0.2977905918
768	0.2977388925
769	0.2976607584
770	0.2976260789
771	0.2975883578
772	0.297551216
773	0.2975140675
774	0.2974723117
775	0.2974228282
776	0.2973827036
777	0.2973312405
778	0.2972655803
779	0.2972044579
780	0.2971522482
781	0.2971171673
782	0.297079608
783	0.2970558912
784	0.2969763547
785	0.2969314658
786	0.296869928
787	0.2968263179
788	0.2967918598
789	0.2967458874
790	0.2967002802
791	0.296648533
792	0.2966075868
793	0.296567901
794	0.2965279793
795	0.2964870468
796	0.2964534007
797	0.2963977599
798	0.2963384349
799	0.296270367
800	0.2962272196
801	0.2961461683
802	0.2960803358
803	0.2960152908
804	0.2959781267
805	0.2959276232
806	0.2958774456
807	0.2958322643
808	0.2958089318
809	0.2957500723
810	0.2957042509
811	0.2956518003
812	0.2956068355
813	0.2955674969
814	0.2955023573
815	0.2954616556
816	0.2954245601
817	0.2953647938
818	0.2953286773
819	0.2952909307
820	0.2952545865
821	0.2952211684
822	0.2951794497
823	0.2950457445
824	0.2950182835
825	0.2949864133
826	0.2949448326
827	0.2949099254
828	0.2948794922
829	0.2948411545
830	0.2947957887
831	0.2947618664
832	0.2947311546
833	0.2946978305
834	0.2946285884
835	0.2945811295
836	0.2945117477
837	0.2944626751
838	0.2944266742
839	0.2943884973
840	0.2943299669
841	0.2942545076
842	0.2942146333
843	0.2941766412
844	0.2941090716
845	0.2940693927
846	0.2940189096
847	0.2939611812
848	0.2939077379
849	0.2938457413
850	0.2937969409
851	0.2937476959
852	0.293661109
853	0.2936140955
854	0.2935477225
855	0.2934821051
856	0.2934516603
857	0.2934002976
858	0.2933547215
859	0.2932840148
860	0.2932381388
861	0.2931631599
862	0.2931097292
863	0.2930570605
864	0.2930016113
865	0.2929565689
866	0.2929098251
867	0.2928641484
868	0.2928255155
869	0.2927586604
870	0.2927176584
871	0.2926476334
872	0.2926170633
873	0.2925672947
874	0.2925294262
875	0.2924550898
876	0.2924108192
877	0.2923744251
878	0.2923239439
879	0.292281455
880	0.2922306922
881	0.2921824189
882	0.2921416192
883	0.2921091289
884	0.2920480466
885	0.2920167296
886	0.2919388484
887	0.2918739745
888	0.2918435816
889	0.2918027314
890	0.2917610954
891	0.2916815763
892	0.2916163466
893	0.2915931
894	0.2915653554
895	0.2915242048
896	0.2914662293
897	0.291414421
898	0.2913490082
899	0.2912965225
900	0.2912652725
901	0.2912169002
902	0.2911502922
903	0.2910934691
904	0.2910473744
905	0.2909996657
906	0.2909498341
907	0.290885789
908	0.29085179
909	0.2908049121
910	0.2907405987
911	0.290716044
912	0.2906614257
913	0.2906125744
914	0.290545302
915	0.290492495
916	0.2904217608
917	0.2903682735
918	0.2903062387
919	0.2902562926
920	0.2902080394
921	0.2901726687
922	0.2901284106
923	0.2900775275
924	0.2900187547
925	0.2899760397
926	0.2899270111
927	0.2898780518
928	0.2898310663
929	0.2897911606
930	0.2897308485
931	0.2896906132
932	0.2896245863
933	0.2895635396
934	0.2894930381
935	0.2894679491
936	0.2894382621
937	0.2893922043
938	0.2893551284
939	0.2892998756
940	0.2892612253
941	0.2891974152
942	0.2891351724
943	0.2890722332
944	0.2890092015
945	0.2889590651
946	0.2888944029
947	0.2888144115
948	0.2887689813
949	0.2887266977
950	0.2887006925
951	0.288653644
952	0.2886058545
953	0.288524776
954	0.2884737204
955	0.2884174531
956	0.2883880312
957	0.2883274025
958	0.2882620619
959	0.2882261723
960	0.2881729735
961	0.2881069651
962	0.2880318884
963	0.2879816829
964	0.2879202956
965	0.2878744392
966	0.2878223774
967	0.2877889504
968	0.2877227262
969	0.2876615267
970	0.2875969965
971	0.2875316177
972	0.2874765518
973	0.2874279884
974	0.2873891307
975	0.2873425987
976	0.2872923328
977	0.2872741615
978	0.2872612321
979	0.2872123654
980	0.2871749344
981	0.2871254833
982	0.2870680902
983	0.2870325245
984	0.2869509776
985	0.2868911205
986	0.2868147179
987	0.2867559927
988	0.2867176917
989	0.2866677626
990	0.2866152586
991	0.2865586721
992	0.2865177579
993	0.2864914834
994	0.2864488504
995	0.2864035607
996	0.2863748544
997	0.2863004781
998	0.2862648079
999	0.2862214089
